venue_id,id,category,phone_number,email,name,isClosed,bb,centroid,searchTags
DM_20518,Lv43191Ds3476648,clothing-accessories-shop,,,Black Star Wear,False,"[[55.75570705226925, 37.61430005150884], [55.75552547321828, 37.61452959633168]]","[55.75561790448445, 37.61440535517105]",
DM_20518,Lv43191Ds3476652,shop,,,Gipfel,False,"[[55.755431984202154, 37.61397564893284], [55.755317582483244, 37.61409357939479]]","[55.755355260990235, 37.61403448897714]",
DM_20518,Lv43191Ds3476649,clothing-accessories-shop,,,Jeanne D'Ark,False,"[[55.75563537672284, 37.614210580898565], [55.75544736329352, 37.614374599751265]]","[55.75553979643726, 37.61428573726923]",
DM_20518,Lv43191Ds3476638,shop,,,Diva,False,"[[55.756086157037686, 37.61513653852111], [55.75600032449752, 37.615277540935104]]","[55.75604572744184, 37.61520083693051]",
DM_20518,Lv43191Ds3478455,atm-bank-exchange,,,ATM,False,"[[55.75620323539663, 37.615261186636516], [55.75620323539663, 37.615261186636516]]","[55.75620323539663, 37.615261186636516]",
DM_20518,Lv43191Ds3476616,shop,+7 (495) 7950640,,swatch,False,"[[55.75555590562081, 37.61394085185178], [55.755492047296606, 37.614055043629065]]","[55.755523803967534, 37.613998044826616]",watches|diamonds|jewellery|clothing|rings|casual|accessories|young|wrists|bracelets
DM_20518,Lv43191Ds3476630,shop,,,Кофейная Кантата,False,"[[55.755366427653684, 37.613867859544314], [55.75531084496007, 37.61395537899776]]","[55.75533875353872, 37.613911099407844]",
DM_20518,Lv43191Ds3476615,electronics-shop,,,МТC,False,"[[55.75560793584842, 37.61398389935021], [55.75553105177089, 37.614111114137835]]","[55.755569467351144, 37.61404751910389]",
DM_20518,Lv43191Ds3475783,restaurant,,,Tutti Frutti,False,"[[55.756152373684024, 37.61578782262371], [55.75610963686379, 37.61585941385947]]","[55.7561282666143, 37.6158202281191]",
DM_20518,Lv43191Ds3476619,restaurant,,,Chico's,False,"[[55.7555182506944, 37.61372205546368], [55.75537746892804, 37.61397921926777]]","[55.75544797607862, 37.61385016099578]",
DM_20518,Lv43191Ds3477105,facility,,,Elevator,False,"[[55.755805395633494, 37.61445139521214], [55.755745791396315, 37.61452676654841]]","[55.75577575326565, 37.61448894542137]",
DM_20518,Lv43191Ds3476611,shop,+7 (495) 7378449,,Best Watch,False,"[[55.75604123417695, 37.61419294159479], [55.75583202426847, 37.61439921980392]]","[55.75593217655372, 37.614302965566885]",
DM_20518,Lv43191Ds3476631,shop,,,Accessories Ipad,False,"[[55.75548182332521, 37.614001955170494], [55.75542777833313, 37.61409081586169]]","[55.755455087370635, 37.61404572265505]",
DM_20518,Lv43191Ds3476632,shop,,,Дом Платков,False,"[[55.75553799450681, 37.61405915465791], [55.75548726960092, 37.614140783991054]]","[55.7555124479651, 37.614100528883064]",
DM_20518,Lv43191Ds3476641,shop,+7 (495) 7392262,,LADY collection,False,"[[55.75601009331294, 37.614962700957555], [55.755885456101396, 37.615050828855104]]","[55.75594948725971, 37.615008971101545]",
DM_20518,Lv43191Ds3476645,clothing-accessories-shop,+7 (495) 7378394,info@tvoe.ru,ТВОЕ,False,"[[55.75594588343109, 37.614715376969215], [55.75574481231924, 37.61495361208079]]","[55.7558513931144, 37.61483785618573]",
DM_20518,Lv43191Ds3476647,coffee-tea,+7 (495) 2218381,info@coffeehouse.ru,Кофе Хауз,False,"[[55.755693699677586, 37.61450404175605], [55.75561546262983, 37.61460851987198]]","[55.75565309266322, 37.614557362212224]",pastries|hot drinks|beverages|hot beverages|drinks|coffees|cold drinks|cold beverages|catering|cakes|café
DM_20518,Lv43191Ds3477103,toilet-rest-area,,,Restroom,False,"[[55.7547163671577, 37.61309886003673], [55.7547163671577, 37.61309886003673]]","[55.7547163671577, 37.61309886003673]",
DM_20518,Lv43191Ds3476657,restaurant,,,Yamkee,False,"[[55.75471229504489, 37.61329052600091], [55.75466761187285, 37.61336365083696]]","[55.754690111976934, 37.61332646592215]",
DM_20518,Lv43191Ds3476629,restaurant,,,SUBWAY,False,"[[55.755243346973614, 37.613571554413774], [55.75516162525412, 37.613678078132494]]","[55.75519751751722, 37.61362885335676]",subs|coffee shop|foods|fresh breads|fast food|drinks|restaurant|alternative|wraps|submarine sandwiches|sandwiches|cold sandwiches|coffee|made-for-you|submarine sandwich|traditionally|salads|submarine|hot sandwiches|cold subs|breakfast|breakfast foods
DM_20518,Lv43191Ds3476639,shop,,,PARFOIS,False,"[[55.75605260025334, 37.615074786818056], [55.755950842266486, 37.61518924336219]]","[55.75600164489174, 37.61513187657915]",watches|necklaces|shoes|sunglasses|handbags|mirrors|flippers|hats|wallets|bracelets|travel bags|belts|scarfs|accessories online store|accessories|high heels|ballerinas|earrings
DM_20518,Lv43191Ds3476625,restaurant,+7 (495) 9562630,office@teremok.ru,Теремок,False,"[[55.75505411953621, 37.613284312852926], [55.75489899630842, 37.6135019363381]]","[55.75497665618853, 37.61339304004431]",
DM_20518,Lv43191Ds3476613,shop,,,Dessa,False,"[[55.7555160278339, 37.61390750450566], [55.755460872222194, 37.61401290185717]]","[55.75548850279095, 37.61396017626461]",
DM_20518,Lv43191Ds3476646,clothing-accessories-shop,+7 (495) 9806582,,BeFree,False,"[[55.755892484571916, 37.61458741166209], [55.75565894513243, 37.61481462411905]]","[55.75577707582899, 37.6146891859689]",
DM_20518,Lv43191Ds3475779,restaurant,,,Dunkin' Donuts,False,"[[55.75622732940359, 37.61559717665055], [55.75614348483064, 37.61576993354489]]","[55.75618213375269, 37.61569286037885]",
DM_20518,Lv43191Ds3476653,shop,,,Hearts Of Russia,False,"[[55.75533724396725, 37.61394908547174], [55.75529545400829, 37.614034746290606]]","[55.755316200703604, 37.61399128167023]",
DM_20518,Lv43191Ds3476609,clothing-accessories-shop,+7 (495) 7378559,info@conceptclub.ru,Concept Club,False,"[[55.756130772284074, 37.6143167971379], [55.755907067921704, 37.61449971121547]]","[55.756009514714215, 37.614407767838095]",
DM_20518,Lv43191Ds3476622,restaurant,+7 (495) 7378534,,Дворный Пивик,False,"[[55.75537069122013, 37.613566554071795], [55.75526814873781, 37.613716877785265]]","[55.75531984110044, 37.61364137242276]",
DM_20518,Lv43191Ds3477090,toilet-rest-area,,,Restroom,False,"[[55.756523739861656, 37.61519008252134], [55.75628388119621, 37.61534280153099]]","[55.7563935411037, 37.61526439751456]",
DM_20518,Lv43191Ds3476656,restaurant,,,Жили Были,False,"[[55.75492597956759, 37.613482993585286], [55.75488756725954, 37.613532353644096]]","[55.75490642245408, 37.61350796506231]",
DM_20518,Lv43191Ds3475772,clothing-accessories-shop,+7 (495) 7378563,,Reebok,False,"[[55.75647482851696, 37.61493301383515], [55.75611779413049, 37.61519502483914]]","[55.756296230857025, 37.615064061073305]",footwear|lifestyle products|sports|sporting Goods|athletic shoes|products|wear|apparel|lifestyle|accessories|sports products|sport shoes|fitness|categories|gear
DM_20518,Lv43191Ds3478454,atm-bank-exchange,,,ATM,False,"[[55.755372041111734, 37.61382171600896], [55.755372041111734, 37.61382171600896]]","[55.755372041111734, 37.61382171600896]",
DM_20518,Lv43191Ds3476617,shop,,,INGLOT,False,"[[55.75567571281944, 37.614040065300074], [55.75558294797911, 37.61418736201231]]","[55.755629952998895, 37.61411319271074]",makeup|cosmetic accessorie|make-up|makeup accessories|cosmetics|Inglot store
DM_20518,Lv43191Ds3476635,restaurant,,,Шоколадница,False,"[[55.756105139573236, 37.615397521004894], [55.75601060173427, 37.61556306022076]]","[55.75605636156362, 37.615473055747195]",
DM_20518,Lv43191Ds3476620,restaurant,+7 (495) 7378449,bk-31@burgerrus.ru,BURGER KING,False,"[[55.755435224094484, 37.61365288385947], [55.755350649859025, 37.613784190978905]]","[55.75539259320639, 37.61371885613673]",meals|premium fast food|restaurant locations|burger|fast food|nutrition
DM_20518,Lv43191Ds3475771,clothing-accessories-shop,+7 (495) 6481901,enquiry@uniqlo.ru,Uniqlo,False,"[[55.75643763222985, 37.614528247328664], [55.755962173490126, 37.615089131467656]]","[55.75619683549171, 37.614803595569306]",
DM_20518,Lv43191Ds3475781,cinema,,,5d Cinema,False,"[[55.75618035455898, 37.61571752385946], [55.75612498346866, 37.61580728336045]]","[55.75615051315974, 37.615767570739415]",
DM_20518,Lv43191Ds3476612,clothing-accessories-shop,+7 (495) 7378477,eshop@oodji.com,oodji,False,"[[55.755927631387195, 37.61408125251381], [55.755673191705526, 37.61432483145459]]","[55.75580188641156, 37.61420726947989]",
DM_20518,Lv43191Ds3476654,restaurant,,,Чайхана Лаззат,False,"[[55.75531413358362, 37.613800789161], [55.75515191652236, 37.614005135436955]]","[55.75523194729752, 37.613904006207896]",
DM_20518,Lv43191Ds3477104,facility,,,Escalator,False,"[[55.75530728629128, 37.613809316228334], [55.75525680248711, 37.61387757204616]]","[55.755282055604454, 37.61384337978775]",
DM_20518,Lv43191Ds3476650,clothing-accessories-shop,,,Nelva,False,"[[55.75555470462636, 37.614075409025716], [55.75539844197814, 37.614245268773196]]","[55.755463723875614, 37.61417304833801]",
DM_20518,Lv43191Ds3481005,facility,,,Escalator,False,"[[55.756197393288986, 37.615304521862235], [55.75613126766781, 37.615383349920705]]","[55.75616451037505, 37.615344183916335]",
DM_20518,Lv43191Ds3475776,clothing-accessories-shop,,,Pull & Bear,False,"[[55.756523739861656, 37.615239155470896], [55.75619082300752, 37.61566876974569]]","[55.756352997978944, 37.61544003717432]",women's clothing|fashion shop|clothing store|men's clothing|children's clothing
DM_20518,Lv43191Ds3476626,restaurant,,,sbarro,False,"[[55.75493769124181, 37.613157818857154], [55.75481667897713, 37.61336213157039]]","[55.75487710116684, 37.61326020709394]",desserts|Italian cuisine|italian specialties|spaghetti|homemade|vegetable pastas|restaurant|pastas|hand-tossed Italian|crust pizzas|vegetable|and homemade desserts|salads|stuffed pizzas|sicilian|pizza|lasagna|stuffed pizzas.
DM_20518,Lv43191Ds3475775,clothing-accessories-shop,+7 (495) 7378526,info@incity.ru,INCITY,False,"[[55.75650798498626, 37.61503951749926], [55.75615345321418, 37.61526692834281]]","[55.7563657320561, 37.615158432863666]",
DM_20518,Lv43191Ds3475777,restaurant,,,Café Manezhka,False,"[[55.756256142024284, 37.615519733131414], [55.75617326076981, 37.61570722987781]]","[55.756211684655106, 37.61562061222781]",
DM_20518,Lv43191Ds3476624,restaurant,+7 (800) 5558333,,KFC,False,"[[55.754855161497986, 37.61306827396859], [55.7547335733642, 37.61327325959619]]","[55.75479458510829, 37.613170776934524]",finger|whipped potato|chicken restaurant|chicken|fast food|restaurant|sandwiches|coleslaw|nuggets|hot|menu|french fries|original recipe chicken|whipped potato coleslaw|finger lickin' good chicken|hot & crispy chicken|cold drinks|crispy chicken|zinger|fried chicken
DM_20518,Lv43191Ds3476644,shop,,,Мюз,False,"[[55.75595405950723, 37.61486700010226], [55.755842250969415, 37.61498535544357]]","[55.75590096536032, 37.614931464638445]",
DM_20518,Lv43191Ds3476608,clothing-accessories-shop,+7 (795) 7378496,,Stradivarius,False,"[[55.75623517977072, 37.614414416393494], [55.7559314108289, 37.6146603632774]]","[55.756062551252455, 37.61453202549266]",dress|women's clothing|shirts|accessories|trousers|jackets|womens shoes
DM_20518,Lv43191Ds3478456,atm-bank-exchange,,,ATM,False,"[[55.75623911825486, 37.61541226091422], [55.75623911825486, 37.61541226091422]]","[55.75623911825486, 37.61541226091422]",
DM_20518,Lv43191Ds3476634,restaurant,+7 (495) 7907090,,Osteria Mario,False,"[[55.75615984762451, 37.61547811146901], [55.75574754548052, 37.61595406644047]]","[55.75596742641676, 37.615717953593965]",
